run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
257,-639.8,1507.2,142,40,185,17.5,233.0,15.6,30.3,39.4,92,2,0,27,92.5,71.5
258,434.2,17.6,101,45,134,8.9,211.2,4.9,13.9,28.7,30,5,2,21,64.7,85.2
259,935.1,57.1,105,45,19,6.5,35.6,26.5,36.3,5.2,15,0,0,37,66.0,33.5
260,1278.6,-559.0,109,37,279,17.6,351.9,34.9,14.0,23.4,50,4,0,29,46.6,37.4
261,-583.0,507.9,144,22,16,0.9,326.4,38.0,9.3,12.6,100,4,0,9,81.0,70.4
262,-49.4,704.5,146,11,40,7.6,95.9,6.1,3.3,3.6,64,5,2,5,31.8,80.7
263,792.0,1589.6,142,1,360,1.1,258.7,32.6,23.8,27.0,64,3,2,21,35.7,80.0
264,-437.9,389.3,165,13,269,23.1,317.9,23.5,5.5,14.8,21,3,0,40,51.4,47.3
265,1209.3,-1891.6,121,5,43,29.9,111.2,3.1,29.7,35.3,0,5,2,3,96.1,44.3
266,99.2,1458.1,165,6,234,24.4,113.9,14.2,22.5,11.3,85,3,0,16,49.9,37.6
267,-1180.6,1276.6,146,20,134,16.2,88.0,12.0,15.9,4.2,35,4,0,27,41.9,53.8
268,-243.4,-1312.2,108,9,17,28.9,235.2,6.9,34.7,13.3,75,3,1,32,56.2,42.4
269,-691.1,-500.1,161,10,355,25.4,111.9,23.4,23.4,26.2,92,1,0,16,65.3,41.9
270,-1094.5,-1388.1,162,31,279,25.9,19.0,21.3,21.0,11.9,36,1,0,18,56.4,67.2
271,-1401.4,1419.9,142,16,90,4.1,212.7,33.1,39.8,24.5,32,1,0,13,53.5,43.3
272,94.8,-1514.9,103,43,179,10.0,315.2,5.0,4.3,22.8,16,1,0,10,47.3,66.6
273,1639.4,-1609.8,181,28,49,23.0,43.2,17.4,13.0,31.8,0,2,1,25,35.7,39.6
274,1264.5,980.1,185,2,174,9.5,135.1,35.3,6.7,11.1,76,5,1,14,87.7,33.1
275,-1079.4,-519.2,146,5,8,21.3,63.1,36.5,22.1,10.1,7,4,1,8,68.1,95.6
276,-43.6,-154.9,182,30,21,27.7,63.7,35.3,26.7,36.6,0,1,0,22,61.2,61.0
277,-847.8,-1913.1,256,17,94,2.2,75.3,26.1,11.9,7.1,31,4,0,13,79.0,72.4
278,-746.1,-1302.2,143,30,147,13.9,358.9,23.5,17.8,18.9,94,0,0,19,40.5,95.6
279,-1470.3,-1627.3,184,5,122,28.6,49.2,6.9,22.2,33.9,47,4,2,25,98.8,77.6
280,-1881.9,1209.7,182,8,9,23.7,122.2,17.6,17.9,5.5,84,5,2,27,60.8,48.4
281,-746.9,-1256.9,104,42,278,15.7,299.8,8.0,37.8,38.8,14,5,1,12,84.6,54.0
282,104.0,1425.9,203,10,92,14.8,86.6,28.4,12.6,14.8,70,3,1,3,66.6,35.0
283,-676.7,1379.7,204,40,294,15.5,81.5,31.8,13.0,13.7,63,5,1,12,39.3,40.4
284,1284.2,398.9,162,41,271,9.3,174.6,28.2,38.3,29.8,63,1,0,5,81.5,79.4
285,1661.2,793.6,122,45,64,26.6,240.9,9.6,26.6,10.4,58,5,1,34,43.5,99.6
286,1038.9,-412.7,101,35,171,22.8,38.2,33.1,20.2,13.8,52,0,0,23,42.3,72.3
287,-764.9,-454.3,121,27,155,20.1,269.6,13.2,13.5,36.0,45,2,0,10,68.6,94.9
288,1807.9,-1372.5,123,6,331,4.4,195.9,18.8,14.7,38.6,19,5,2,3,40.7,61.5
289,1419.9,-179.6,188,25,194,0.1,87.7,33.3,22.1,14.8,57,5,1,34,90.3,32.6
290,1481.6,-1835.8,142,12,118,11.6,173.3,23.1,2.3,27.9,77,1,0,35,71.7,93.0
291,-1590.5,-1284.8,165,20,70,17.4,98.3,30.8,11.3,18.4,78,0,0,33,88.0,90.1
292,-1657.5,-644.3,109,37,103,4.8,105.0,39.5,13.8,35.7,25,5,1,19,41.2,53.9
293,108.5,1518.6,146,21,266,18.2,0.4,29.0,19.4,38.2,34,2,0,1,69.6,78.8
294,-1688.6,-703.1,101,7,273,15.6,123.6,27.0,10.0,28.7,45,0,0,30,91.0,51.8
295,224.7,1239.9,147,15,272,13.3,171.6,26.2,3.3,18.3,33,5,1,35,70.3,93.8
296,781.6,-903.8,109,13,17,17.9,141.6,11.1,21.8,38.4,0,0,0,39,51.7,70.0
297,-162.0,1842.0,182,19,305,8.6,119.6,8.6,5.1,24.4,26,0,0,11,33.7,96.2
298,-219.2,-1738.9,164,20,348,30.1,151.7,22.3,36.4,32.5,90,3,2,25,95.4,35.1
299,-1517.1,-347.5,106,30,355,7.4,264.7,11.2,20.6,39.8,49,0,0,7,56.1,31.3
300,1265.8,-86.1,105,12,11,26.6,262.1,33.9,34.2,27.2,14,4,2,39,90.0,30.4
301,-1815.3,-1255.4,185,4,347,17.0,113.3,13.6,10.7,11.7,38,0,0,15,90.7,57.0
302,-226.0,-1046.7,148,15,87,29.9,2.4,15.3,20.4,17.8,86,5,2,3,99.7,80.5
303,351.0,1259.5,149,11,166,27.7,226.5,4.7,39.5,35.5,32,3,0,7,92.2,62.9
304,-792.0,838.5,142,14,298,13.7,328.6,30.4,19.4,12.2,25,5,0,28,59.0,32.4
305,1521.2,835.9,143,37,17,28.8,346.0,20.7,8.6,21.1,36,3,1,28,51.8,40.9
306,-1627.0,-676.7,124,16,175,8.1,58.5,9.9,28.3,18.5,11,2,0,29,51.4,67.7
307,1108.0,-1041.3,103,42,284,1.6,122.8,4.8,17.4,36.2,51,2,0,38,58.3,81.0
308,-1529.8,1461.6,183,14,5,30.6,174.3,13.0,26.5,8.1,39,0,0,14,56.9,75.3
309,791.0,-1137.4,123,24,32,0.5,190.8,34.0,24.5,27.0,84,2,1,37,42.3,65.6
310,-1794.0,1617.9,121,4,147,25.8,30.5,10.0,29.7,37.0,60,2,1,29,37.2,65.7
311,-1751.2,1038.1,203,18,250,30.6,82.0,35.5,27.5,22.3,34,3,1,25,87.8,57.0
312,914.6,1134.2,203,31,327,10.4,209.3,13.0,19.7,10.2,22,5,2,10,51.6,80.4
313,299.4,1657.6,105,45,182,21.2,347.2,16.3,35.1,6.6,49,3,1,20,86.8,75.3
314,10.3,-1547.2,163,6,85,29.3,50.9,10.3,29.4,23.8,83,2,1,34,31.1,59.0
315,-1068.7,-1683.4,101,29,43,15.1,279.3,36.5,10.5,25.9,9,1,0,11,49.6,94.7
316,95.2,-839.4,144,29,120,25.6,131.6,5.1,34.6,35.5,21,0,0,5,71.4,31.9
317,321.3,-686.9,121,7,21,21.4,216.5,34.1,25.7,18.2,6,1,0,2,89.4,69.2
318,540.7,1157.9,184,11,320,18.2,151.2,22.6,33.5,18.3,11,5,2,7,56.5,76.3
319,1268.1,-824.3,123,22,163,12.8,83.0,30.8,17.9,7.6,77,3,0,1,40.7,76.0
320,-843.5,1350.3,142,40,265,29.9,215.9,21.4,22.2,4.4,62,4,0,40,34.9,30.9
321,1789.9,-1830.7,124,37,101,22.5,269.8,14.0,10.5,27.4,84,0,0,18,97.7,39.1
322,1807.3,-1016.2,183,26,207,28.0,321.3,11.6,37.0,4.4,80,2,1,25,38.3,34.7
323,-602.5,-521.9,102,34,359,0.3,357.4,28.6,29.7,32.0,85,2,1,24,64.3,49.9
324,-1743.5,1889.0,162,21,100,5.0,266.3,8.7,9.7,34.7,34,1,0,0,31.3,74.6
325,-421.5,136.1,149,22,269,12.9,196.4,30.9,8.6,6.4,36,0,0,15,84.4,94.5
326,942.4,1345.8,122,42,349,17.7,233.7,29.7,14.2,17.5,34,0,0,19,79.8,64.7
327,-1535.0,-1106.9,162,23,267,20.1,204.2,3.8,8.7,16.5,3,2,0,21,72.0,87.5
328,-304.8,-478.4,123,45,201,21.8,108.8,9.3,6.8,23.6,8,4,2,8,58.7,32.8
329,1490.9,547.1,162,5,31,24.0,104.4,5.6,14.3,7.3,21,0,0,5,55.5,76.2
330,-161.8,-1628.5,103,34,150,24.4,68.0,14.6,8.2,24.5,62,2,1,24,50.9,82.2
331,364.1,1681.5,102,21,93,29.5,77.3,11.2,33.2,33.0,88,5,0,12,45.7,50.5
332,1551.5,1896.5,187,10,190,1.5,90.8,9.5,2.6,33.8,54,3,1,8,44.5,76.8
333,-203.2,1620.7,165,26,189,3.6,19.4,4.5,2.9,21.9,32,0,0,20,58.1,35.2
334,-1466.0,76.1,148,9,115,11.6,173.3,26.8,20.0,15.7,100,2,0,3,80.3,84.6
335,-1453.4,967.6,106,21,265,23.7,241.4,31.4,15.0,37.8,87,1,0,31,57.1,76.6
336,-1558.1,-1758.7,122,21,32,10.9,355.9,6.8,27.2,12.1,13,0,0,38,93.9,72.9
337,1874.3,491.3,161,7,76,9.7,347.0,29.4,36.0,18.1,4,5,2,33,99.6,49.5
338,446.2,431.3,102,30,17,30.4,290.0,32.5,36.3,28.2,48,5,0,29,95.7,83.5
339,-1287.0,1081.7,109,32,20,23.6,270.9,23.0,27.6,19.4,39,3,2,15,60.6,45.4
340,-91.0,-1505.9,201,15,255,14.8,293.6,28.4,23.9,24.8,18,4,1,36,97.8,71.6
341,371.2,638.6,187,39,335,7.9,346.8,16.9,7.1,26.4,6,2,1,24,95.3,81.2
342,1367.8,-23.4,162,24,178,13.8,64.1,13.8,21.6,36.1,90,1,0,25,75.1,91.6
343,-614.3,-406.7,142,34,148,19.6,3.4,8.4,27.8,5.2,4,1,0,10,81.1,39.6
344,1035.3,-1391.3,104,44,254,16.9,186.3,34.4,8.3,34.2,74,2,0,23,44.0,36.6
345,1622.4,1200.4,143,37,297,0.7,270.9,14.0,23.5,28.2,82,1,0,19,54.2,45.9
346,1763.3,1584.9,105,15,132,24.1,338.9,14.9,7.7,29.2,15,3,1,22,64.1,32.1
347,-993.5,592.9,182,8,3,2.2,54.8,19.4,25.0,25.8,26,4,1,40,55.9,82.9
348,52.0,1323.3,149,25,139,19.3,158.6,18.6,23.3,35.0,62,0,0,20,64.1,32.8
349,-827.4,446.8,105,29,161,15.8,41.9,2.6,27.2,22.3,72,3,1,0,79.6,66.6
350,-715.6,-1678.3,201,39,159,15.0,47.2,32.5,31.2,30.6,59,2,0,39,86.0,35.1
351,1734.1,648.6,147,31,127,10.0,121.9,16.7,32.1,15.8,64,2,0,20,91.0,33.2
352,-315.9,649.4,181,21,4,3.3,13.1,15.8,17.4,32.7,1,4,0,4,95.7,60.3
353,-1419.3,-999.9,108,4,153,19.9,95.5,28.7,11.7,39.6,80,2,0,16,43.9,80.9
354,549.1,-10.6,202,42,218,10.4,33.3,35.8,12.6,25.7,69,0,0,18,42.2,54.0
355,1189.3,-143.9,165,39,269,13.5,32.8,28.2,26.7,10.4,74,0,0,2,82.3,89.0
356,742.0,1769.7,102,41,331,4.0,67.6,29.1,37.0,36.3,56,4,2,22,46.5,65.0
357,662.2,126.3,108,28,290,11.1,16.3,30.4,36.8,39.4,92,1,0,9,73.1,48.8
358,-335.3,-934.0,149,22,60,10.1,33.3,16.0,34.2,4.3,21,3,0,12,45.0,93.7
359,-498.2,709.1,108,17,248,13.7,321.1,30.7,15.9,20.8,58,4,1,32,67.6,30.0
360,919.0,1086.5,122,12,130,16.3,143.0,37.4,19.2,14.1,25,0,0,26,69.7,62.2
361,702.0,-131.6,182,7,184,13.6,305.1,11.0,21.6,11.6,44,2,0,5,56.2,59.3
362,-350.0,36.4,101,37,279,1.5,224.9,15.4,34.7,35.5,71,5,1,29,66.0,61.9
363,854.2,-1712.8,256,37,89,4.1,353.5,32.3,22.7,15.4,4,1,0,33,76.3,76.4
364,1467.5,995.9,163,29,177,18.7,67.0,16.9,20.2,36.1,33,4,0,32,82.0,87.5
365,-321.2,-1464.1,102,40,244,24.6,15.8,8.9,23.2,37.9,82,3,2,0,57.5,90.7
366,-994.8,1785.5,148,8,295,20.1,198.6,20.1,3.9,9.2,35,3,0,40,76.9,45.7
367,1292.9,37.8,144,1,144,10.9,254.1,30.2,10.9,6.4,10,2,0,30,82.1,75.3
368,-767.5,509.6,148,21,13,13.3,149.9,6.3,33.6,19.9,22,3,2,30,67.3,67.7
369,-1490.5,-1395.9,147,14,294,2.8,76.0,17.1,20.2,6.5,28,1,0,22,69.7,92.4
370,1171.1,1609.6,149,9,18,24.4,44.6,39.3,35.1,25.0,44,3,0,25,77.3,85.0
371,-69.2,-1545.6,105,18,170,25.9,116.6,17.3,26.3,5.8,9,2,1,20,34.9,97.9
372,-1839.1,-820.2,142,8,280,1.6,303.8,20.8,17.8,17.6,75,2,1,31,78.9,41.8
373,1046.2,1405.7,189,38,151,10.4,182.9,19.2,33.0,38.3,55,2,1,9,38.3,47.5
374,1507.6,-604.5,163,18,307,17.4,4.7,24.3,21.7,39.4,3,2,1,14,65.9,80.4
375,1769.8,1767.2,148,34,223,16.4,187.9,26.6,22.4,22.0,3,2,1,3,82.4,34.0
376,527.2,-288.6,103,30,24,2.5,248.1,17.0,3.0,11.1,40,4,1,13,68.2,56.1
377,-1777.8,-1286.4,105,17,29,3.5,144.8,17.9,35.7,31.8,0,2,0,27,56.7,97.4
378,-456.7,222.7,161,41,349,13.7,224.0,31.7,30.1,10.4,65,2,0,13,30.2,60.3
379,149.5,1073.3,183,6,132,21.6,91.5,9.2,3.3,5.2,21,1,0,20,45.2,80.3
380,1809.8,-43.1,161,44,35,18.5,249.9,25.9,37.0,19.7,1,0,0,38,85.1,47.9
381,1416.0,-1731.6,109,7,314,16.1,254.5,15.5,27.6,11.9,63,1,0,5,58.6,36.3
382,-1323.6,-172.8,204,22,14,15.3,152.9,3.3,39.2,22.5,13,2,1,2,69.1,62.2
383,-1702.6,-1250.2,163,30,226,31.0,135.3,25.2,33.3,21.8,64,1,0,9,47.7,40.8
384,1423.4,685.8,185,27,12,19.5,97.6,30.5,2.3,3.3,52,1,0,17,51.4,88.3
385,-950.2,-415.3,103,12,176,29.3,107.9,10.4,36.7,15.8,61,5,2,40,96.2,34.4
386,-71.1,-234.6,162,1,312,19.7,54.2,28.2,5.2,34.1,39,4,0,7,60.5,51.7
387,-1645.6,485.1,182,5,309,27.8,171.9,36.7,9.7,34.1,5,5,2,15,68.6,73.5
388,1175.3,839.3,105,42,214,16.1,211.7,13.7,12.3,12.8,15,2,1,9,74.7,35.3
389,419.0,280.5,101,16,349,6.3,75.6,10.0,35.7,26.1,65,1,0,5,83.3,38.8
390,-939.0,-642.9,148,38,196,10.9,273.7,26.1,22.7,26.1,65,2,1,13,56.9,33.8
391,496.4,-57.4,105,1,271,29.0,309.0,6.3,27.6,32.5,76,3,0,29,48.9,66.9
392,-1450.0,627.2,189,37,83,8.0,11.0,6.7,29.8,6.5,63,4,0,37,95.2,44.3
393,-1421.4,1590.5,204,19,43,25.8,211.7,34.8,27.6,24.3,29,5,2,38,70.2,94.5
394,361.3,72.8,142,4,318,14.5,55.3,14.8,8.0,21.4,48,4,0,2,97.9,53.8
395,1610.8,1737.8,184,36,65,21.2,64.8,14.8,16.8,33.5,77,2,1,2,50.7,65.7
396,-741.2,1564.2,164,11,237,16.3,341.1,22.6,6.3,2.9,21,0,0,33,36.0,36.9
397,1588.0,786.4,201,1,135,6.3,163.8,27.4,20.5,23.1,41,2,1,30,39.4,74.1
398,1252.5,945.7,103,40,266,0.1,331.8,14.7,33.0,24.1,33,1,0,36,40.0,78.7
399,981.5,45.7,187,0,195,17.8,167.3,25.9,25.9,24.8,37,3,0,8,76.6,31.0
400,-154.6,-182.3,141,11,232,8.7,255.8,4.4,36.2,22.6,81,1,0,29,49.9,66.8
401,1892.7,796.6,106,27,283,26.8,327.8,7.9,7.8,36.2,93,3,1,27,52.0,57.7
402,-42.3,-1210.9,185,10,32,18.4,213.4,31.9,32.0,3.3,87,3,2,28,70.0,83.9
403,1424.4,-1363.0,163,41,238,21.9,135.0,31.3,21.2,6.7,100,3,0,15,71.2,75.9
404,901.2,-1643.9,102,26,339,2.7,117.9,9.7,19.3,5.1,86,5,2,6,56.9,32.6
405,296.0,-138.8,182,43,316,0.6,132.8,33.1,3.3,34.3,39,1,0,14,84.1,43.0
406,1200.0,-737.2,203,39,305,4.8,40.4,36.8,35.8,19.8,63,4,1,21,30.5,89.9
407,1876.0,67.4,202,12,129,8.3,220.7,12.4,33.3,4.3,64,2,1,13,82.6,51.5
408,1833.7,-853.7,143,30,275,22.1,266.2,11.0,11.1,13.2,27,5,1,24,66.9,48.8
409,1269.8,1089.0,148,32,271,4.4,316.4,15.5,23.9,24.2,96,5,2,39,75.5,76.6
410,830.2,-163.1,161,5,166,19.7,2.4,10.8,19.8,14.7,18,0,0,36,32.3,99.3
411,587.7,-1586.5,102,38,358,23.5,274.6,37.1,5.3,20.8,95,5,0,25,45.4,38.1
412,429.5,-1761.8,187,0,109,11.5,210.5,8.9,17.1,33.7,73,0,0,21,60.7,47.8
413,-1564.2,-1293.7,163,28,11,4.3,27.3,12.8,29.6,17.5,55,3,1,38,41.1,75.2
414,-447.9,-307.3,108,41,183,14.8,92.7,27.8,6.0,30.8,91,3,2,30,94.1,80.1
415,-1586.5,542.5,204,24,83,12.7,166.4,19.8,24.0,37.7,54,5,0,3,42.2,35.4
416,-91.8,1109.6,163,12,232,7.9,212.3,35.3,2.1,35.9,93,1,0,2,30.8,43.9
417,1564.1,-1778.3,142,39,63,25.8,162.7,18.5,23.8,18.9,46,4,2,5,71.1,33.5
418,716.3,1187.0,105,20,77,29.2,214.3,34.8,4.0,11.2,88,2,0,11,31.4,42.7
419,-929.8,-1629.8,102,45,24,0.5,3.6,36.1,33.2,21.4,38,3,1,4,98.1,73.5
420,-632.0,1061.8,146,28,244,21.9,42.2,39.1,22.4,34.7,70,0,0,39,30.7,83.6
421,-62.5,-959.5,188,36,218,9.0,241.9,27.2,32.1,13.2,33,2,1,39,92.9,43.8
422,-1272.4,1559.8,185,43,129,1.2,68.4,36.6,36.0,31.4,96,1,0,13,62.3,81.0
423,1549.7,797.0,182,38,190,14.6,224.8,16.4,8.6,33.8,11,0,0,5,76.5,43.3
424,1163.0,538.5,124,4,221,6.9,85.7,9.8,24.5,38.1,37,0,0,29,96.1,57.8
425,-1691.3,-942.5,183,16,342,2.1,257.6,10.7,34.0,7.0,94,4,2,11,77.0,85.4
426,-94.2,-729.1,161,37,278,2.9,331.9,6.2,23.7,32.3,22,3,0,22,48.4,69.9
427,1131.6,-1495.1,147,32,115,28.7,106.5,37.7,2.8,12.6,18,5,2,23,81.3,78.3
428,1166.6,1798.8,189,9,276,23.4,342.2,28.2,15.0,38.6,35,0,0,13,34.8,87.9
429,1511.5,1218.4,189,4,142,28.9,154.9,26.2,5.0,38.1,67,2,0,29,97.4,35.0
430,-314.5,727.0,102,15,313,14.5,26.1,4.6,6.1,38.2,72,2,0,32,84.5,76.5
431,-961.9,-157.0,186,5,123,28.0,144.4,27.7,32.4,6.3,33,3,1,13,39.0,87.8
432,-1364.0,-1249.1,106,28,279,6.1,128.3,13.1,18.9,32.7,38,3,2,4,73.5,47.7
433,-1113.8,1888.7,202,37,180,6.5,105.9,9.9,21.4,23.9,70,2,0,40,36.5,93.9
434,-4.8,358.0,141,37,273,23.6,118.2,12.8,6.3,37.1,55,5,1,12,98.6,63.6
435,1311.9,1418.1,182,3,348,1.5,107.2,22.9,28.1,28.1,75,3,2,12,30.2,52.9
436,-1533.9,-330.1,102,34,260,14.5,49.3,14.3,28.0,29.3,2,0,0,39,72.3,84.1
437,-1146.5,202.2,102,2,68,17.2,127.8,16.6,29.4,21.0,28,0,0,6,35.8,84.0
438,-375.9,-348.3,181,16,104,22.0,276.6,8.8,11.9,28.3,71,5,0,7,77.5,98.7
439,-1605.1,66.8,141,1,321,22.8,297.5,38.2,31.4,3.8,63,5,1,25,91.3,90.3
440,1356.8,1614.6,147,13,312,7.6,198.4,17.3,8.2,6.2,26,3,1,21,51.9,89.1
441,784.3,118.9,143,5,350,19.8,352.4,26.5,34.7,3.2,19,5,2,1,53.8,63.1
442,-100.1,-793.3,188,43,206,29.0,351.1,33.1,27.2,32.8,96,0,0,8,43.7,95.5
443,-444.8,-971.0,123,38,160,29.5,339.9,21.0,12.9,22.5,24,0,0,3,34.7,58.0
444,1755.0,-9.3,162,32,63,10.9,49.2,10.9,38.9,36.9,85,5,1,34,95.2,95.6
445,532.0,545.4,121,34,290,25.2,227.8,8.1,11.9,29.8,46,2,0,30,79.8,70.3
446,-857.3,-1251.8,142,18,268,20.4,71.4,7.6,11.1,23.9,79,4,2,26,72.5,34.4
447,-333.7,-681.1,104,14,118,9.3,56.4,17.0,17.3,29.5,16,0,0,11,77.8,38.3
448,1177.5,-336.6,182,18,354,15.5,258.4,4.6,4.8,22.4,98,5,0,33,94.2,51.2
449,-1765.7,-1164.3,185,24,243,6.9,258.2,9.1,21.0,11.8,63,3,0,34,97.7,62.3
450,-493.0,5.9,101,24,315,13.8,102.0,21.5,39.7,6.6,98,5,2,10,78.6,81.7
451,-91.0,827.2,144,18,254,16.1,137.1,31.3,19.4,13.1,73,3,1,25,54.1,33.7
452,1736.5,378.6,124,43,37,30.9,106.1,7.1,5.1,15.0,93,4,1,30,53.8,58.2
453,1569.8,-1006.5,183,33,252,20.4,225.8,34.5,16.5,11.7,36,4,2,2,72.1,63.1
454,-1.1,1222.3,185,20,39,23.1,151.9,24.4,9.7,35.7,46,0,0,28,81.6,33.4
455,-41.1,232.2,165,24,180,13.8,337.7,6.5,12.7,32.0,17,3,1,14,99.0,92.2
456,740.2,116.4,188,35,322,3.5,118.5,6.0,31.6,34.6,4,3,0,25,43.2,83.4
457,-1094.0,32.4,165,3,315,2.9,86.8,12.8,9.9,16.3,51,1,0,38,74.9,46.4
458,42.7,-940.3,108,20,65,4.4,16.5,21.2,16.1,25.3,81,5,2,26,35.6,85.8
459,-1779.3,-1780.0,181,14,276,22.9,178.7,31.0,23.3,12.1,78,1,0,26,97.2,96.7
460,-564.5,712.4,164,11,62,16.1,104.0,16.5,6.0,12.4,2,0,0,37,72.5,38.5
461,-1236.3,-1227.2,146,13,276,22.4,182.7,5.8,7.6,19.7,95,3,2,25,89.0,86.7
462,1361.9,189.8,141,23,52,25.6,129.4,23.7,5.0,11.1,87,4,0,16,79.5,50.9
463,-1691.4,867.7,107,18,112,19.4,150.0,16.8,30.4,24.1,57,5,0,40,91.1,45.7
464,1055.1,257.5,143,45,352,20.7,113.0,25.3,13.9,8.6,76,3,2,28,67.8,78.9
465,-543.1,-944.8,146,25,89,2.4,211.4,4.2,15.8,16.7,60,0,0,11,98.0,56.2
466,1540.0,940.2,104,3,11,5.0,318.3,31.4,10.7,16.8,15,4,1,23,84.3,66.4
467,-706.8,-848.2,121,40,261,4.8,151.0,9.8,33.8,25.5,93,5,1,22,90.1,66.9
468,1453.0,1038.6,105,37,170,26.9,61.3,10.8,15.2,27.2,0,4,1,12,32.2,32.1
469,760.2,-1141.5,162,34,239,27.9,135.7,33.8,36.1,27.5,3,1,0,7,55.8,52.3
470,92.0,425.3,182,37,95,24.7,196.6,9.7,25.0,36.3,1,2,1,12,64.3,69.3
471,-1036.3,1657.2,148,9,137,26.8,194.5,21.7,8.2,24.3,98,3,1,31,64.0,70.9
472,-379.3,-1477.1,181,18,63,11.8,220.8,12.2,32.7,28.6,92,1,0,10,34.0,92.1
473,1608.3,-838.8,201,35,118,8.8,161.8,34.9,11.2,34.9,3,0,0,40,41.6,50.2
474,-1497.7,-1167.0,124,8,190,14.0,110.5,9.9,9.4,2.7,79,0,0,37,74.0,35.7
475,4.8,-589.0,184,6,149,0.9,231.2,9.9,8.5,10.3,28,0,0,1,46.4,45.9
476,-268.1,-1097.9,103,35,236,22.8,274.0,17.7,39.7,30.9,61,2,1,35,72.9,65.7
477,-615.7,-1451.4,141,5,324,29.3,261.4,3.9,21.6,2.2,21,0,0,30,38.9,34.6
478,-1465.5,1825.4,203,40,190,2.7,163.7,22.7,6.5,15.6,72,0,0,22,78.1,87.7
479,-1194.9,-503.4,106,24,77,17.5,284.1,15.2,15.3,8.6,36,0,0,39,45.3,62.2
480,-446.2,698.3,124,17,165,2.3,51.3,33.1,11.9,10.8,54,2,0,2,85.3,47.6
481,628.1,457.1,148,1,235,2.2,137.5,10.2,24.9,31.1,20,3,2,15,81.4,94.1
482,-822.3,-1887.7,105,20,45,15.5,177.2,38.4,33.7,15.5,36,3,1,16,47.0,85.9
483,1268.0,-1198.6,107,25,248,23.0,160.3,20.7,34.0,37.1,89,1,0,30,55.6,98.2
484,1028.7,-1403.0,202,13,340,14.6,355.2,7.4,33.8,20.1,13,1,0,2,74.9,51.0
485,-1815.4,152.7,202,9,295,12.4,273.4,2.9,23.1,18.4,90,1,0,11,48.4,78.2
486,1145.6,1122.5,162,41,207,23.1,315.9,13.9,29.6,39.5,38,5,0,29,78.3,34.5
487,1104.3,-680.5,188,14,347,4.3,0.0,33.7,18.8,24.0,26,3,2,7,37.3,67.3
488,1321.0,-1322.5,102,42,207,5.8,317.1,27.2,15.3,11.0,24,3,2,22,72.5,90.2
489,-1162.2,634.8,101,20,22,4.6,117.2,28.5,22.8,19.6,28,3,0,15,31.0,53.9
490,806.2,743.0,184,0,213,26.3,185.0,29.4,29.1,38.8,94,5,0,12,34.6,50.1
491,1296.8,1797.5,185,32,215,24.6,342.2,3.9,10.0,8.7,91,1,0,37,40.8,50.6
492,-1447.3,415.9,182,20,185,23.7,174.8,9.2,12.5,25.5,12,1,0,8,84.6,36.1
493,775.7,-783.9,122,34,323,9.1,16.4,34.4,36.8,25.2,55,2,0,38,64.7,99.8
494,1745.8,-1328.1,163,20,18,2.9,66.6,7.9,26.4,33.3,21,3,2,30,76.7,64.9
495,1586.6,-100.5,105,39,115,3.1,274.5,9.2,18.3,25.3,13,5,1,14,84.2,37.5
496,-948.5,-1853.4,201,25,48,17.4,298.9,31.0,37.3,21.9,47,4,0,25,39.2,51.4
497,-816.1,-381.5,102,28,169,23.6,168.2,12.6,26.9,12.1,28,0,0,19,46.1,97.7
498,-1681.4,-1600.7,148,38,179,17.4,300.9,8.5,13.1,5.9,92,5,1,21,76.8,61.0
499,-452.0,635.9,163,29,4,8.8,22.6,15.6,10.8,26.7,67,1,0,11,98.6,53.1
500,-1444.0,496.7,165,10,353,27.5,31.1,22.1,7.5,36.8,80,5,2,10,31.3,88.1
501,1063.2,861.0,102,24,167,26.1,72.8,6.8,31.0,6.2,73,5,1,4,65.7,32.8
502,1193.2,26.1,184,4,348,7.3,339.4,12.3,17.6,12.2,64,5,2,0,48.4,52.7
503,816.2,-1334.8,104,2,350,17.2,284.5,30.0,38.0,35.0,4,0,0,34,46.8,50.8
504,-549.8,-1910.1,183,28,316,21.1,287.8,21.2,21.1,20.9,39,0,0,3,58.7,78.1
505,766.5,-596.3,162,10,191,1.9,77.0,33.5,27.7,4.8,8,4,2,28,42.1,43.4
506,-1471.4,-274.1,121,17,137,0.5,183.1,12.5,28.7,13.7,35,3,0,21,96.3,97.3
507,-1908.2,1016.0,186,38,265,28.3,257.9,17.8,26.6,2.1,88,1,0,3,80.9,30.1
508,-166.6,327.0,202,30,300,19.8,230.1,33.5,14.9,21.2,1,5,2,1,49.7,91.2
509,-1485.5,-1690.8,149,10,28,4.6,99.0,9.2,26.7,20.3,49,4,0,30,48.5,96.8
510,-544.3,1793.9,106,15,172,9.6,353.1,28.7,10.0,23.5,96,5,1,32,95.1,77.7
511,-272.5,1339.3,256,36,257,26.4,105.4,21.5,14.9,23.6,89,5,0,28,89.9,72.0
512,1917.7,-1060.2,103,45,54,19.8,202.1,20.2,19.3,21.1,66,0,0,11,43.2,40.6
513,-214.8,-644.4,165,13,78,13.2,116.6,34.5,7.4,34.3,81,4,0,14,56.1,83.3
514,-929.2,1806.4,187,6,131,19.6,131.3,13.8,30.9,39.3,17,0,0,22,80.4,65.9
